test_accuracy,nlayers,pool,stride,whiten,triangle,greedy,inhib
0.2769,2,False,1,True,True,True,RePU
0.2827,2,True,1,True,False,False,RePU
0.2692,2,False,1,True,False,False,RePU
0.2994,2,True,1,True,False,False,Softmax
0.2477,2,False,1,False,False,True,RePU
0.2935,2,True,1,False,False,True,RePU
0.3132,2,True,1,False,False,True,Softmax
0.2197,2,False,1,False,False,True,Softmax
0.2845,2,True,1,True,True,False,Softmax
0.2872,2,False,1,True,True,False,Softmax
0.2752,2,False,1,True,True,False,RePU
0.2941,2,True,1,True,True,False,RePU
0.2254,2,False,2,False,False,False,Softmax
0.1749,2,False,2,False,False,False,RePU
0.2405,2,False,2,False,True,False,Softmax
0.1675,2,False,2,False,True,False,RePU
0.2797,2,False,2,False,True,True,RePU
0.2387,2,False,2,False,True,True,Softmax
0.2267,2,False,2,True,True,True,RePU
0.1953,2,False,2,True,False,True,RePU
0.1759,2,False,2,False,False,True,Softmax
0.2368,2,False,2,True,True,True,Softmax
0.1851,2,False,2,True,False,True,Softmax
0.1783,2,False,2,True,False,False,Softmax
0.2424,2,False,2,True,False,False,RePU
0.2312,2,False,2,True,True,False,Softmax
0.1793,2,False,2,False,False,True,RePU
0.1948,2,False,2,True,True,False,RePU
0.2773,2,True,1,False,False,False,RePU
0.2513,2,False,1,False,False,False,RePU
0.257,2,True,1,False,False,False,Softmax
0.2506,2,False,1,False,False,False,Softmax
0.2777,2,False,1,True,False,True,Softmax
0.3063,2,False,1,False,True,False,Softmax
0.2951,2,True,1,False,True,True,RePU
0.328,2,True,1,True,False,True,Softmax
0.3199,2,True,1,True,True,True,Softmax
0.305,2,False,1,False,True,False,RePU
0.2619,2,False,1,False,True,True,RePU
0.2448,2,False,1,False,True,True,Softmax
0.3229,2,True,1,True,True,True,RePU
0.2649,2,True,1,True,False,False,Softmax
0.3001,2,True,1,False,False,True,Softmax
0.251,2,False,1,True,False,True,RePU
0.2829,2,True,1,False,True,True,Softmax
0.2962,2,False,1,True,True,True,Softmax
0.2609,2,True,1,False,True,False,Softmax
0.3143,2,True,1,False,True,False,RePU
0.2658,2,True,1,False,False,True,RePU
0.2939,2,False,1,True,True,True,RePU
0.3205,2,True,1,True,False,True,RePU
0.3198,2,False,1,True,False,False,RePU
0.3115,2,True,1,True,False,False,RePU
0.2905,2,False,1,False,False,True,RePU
0.2633,2,False,1,True,False,False,Softmax
0.2254,2,False,1,True,True,False,RePU
0.2755,2,False,1,True,True,False,Softmax
0.3075,2,True,1,True,True,False,RePU
0.2517,2,False,1,False,False,True,Softmax
0.2805,2,True,1,True,True,False,Softmax
